,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
14694,14694,10,0,2,6,0,1,0,0,3,3,490,4,26,0,2,9,17,6,305,10,0
14695,14695,17,4,1,3,0,1,0,0,3,3,838,2,26,0,2,9,17,6,305,10,1
14696,14696,38,5,1,0,2,0,1,0,3,3,599,3,26,0,2,9,17,6,305,10,0
14697,14697,16,0,2,3,0,1,0,0,3,3,498,4,26,0,2,9,17,6,305,10,0
14698,14698,34,9,0,3,0,0,0,0,3,3,166,3,26,0,2,9,17,6,305,10,0
14699,14699,17,0,2,6,0,0,0,1,3,3,232,3,26,0,2,9,17,6,305,10,0
14700,14700,23,0,0,3,0,0,1,0,3,3,270,4,26,0,2,9,17,6,305,10,0
14701,14701,39,0,1,0,0,1,0,0,3,3,118,4,26,0,2,9,17,6,305,10,0
14702,14702,8,1,2,2,0,1,0,0,3,3,159,5,26,0,2,9,17,6,305,10,0
14703,14703,27,1,1,2,0,0,0,1,3,3,265,4,26,0,2,9,17,6,305,10,0
14704,14704,21,0,0,6,0,0,0,0,3,3,419,7,26,0,2,9,17,6,305,10,0
14705,14705,16,1,1,3,2,1,0,0,3,3,624,5,26,0,2,9,17,6,305,10,0
14706,14706,22,1,1,1,2,1,0,0,3,3,59,4,26,0,2,9,17,6,305,10,0
14707,14707,31,10,1,6,0,1,0,0,3,3,812,2,26,0,2,9,17,6,305,10,0
14708,14708,31,1,1,2,0,1,0,0,3,3,97,4,26,0,2,9,17,6,305,10,0
14709,14709,33,1,1,0,2,1,0,1,3,3,119,7,26,0,2,9,17,6,305,10,0
14710,14710,8,0,2,3,0,1,0,0,3,3,84,4,26,0,2,9,17,6,305,10,0
14711,14711,40,1,0,1,2,0,0,0,3,3,632,5,26,0,2,9,17,6,305,10,1
14712,14712,10,0,2,5,0,0,0,0,3,3,448,4,26,0,2,9,17,6,305,10,1
14713,14713,31,10,1,0,2,0,0,0,3,3,163,5,26,0,2,9,17,6,305,10,0
14714,14714,33,1,1,0,2,0,1,0,3,3,231,1,26,0,2,9,17,6,305,10,0
14715,14715,29,9,0,5,0,0,0,0,3,3,114,3,26,0,2,9,17,6,305,10,0
14716,14716,16,7,1,3,0,1,0,1,3,3,32,6,26,0,2,9,17,6,305,10,0
14717,14717,8,1,2,3,0,1,0,1,3,3,1127,3,26,0,2,9,17,6,305,10,0
14718,14718,19,1,1,0,2,1,0,0,3,3,87,7,26,0,2,9,17,6,305,10,0
14719,14719,27,7,0,2,0,1,0,1,3,3,62,4,26,0,2,9,17,6,305,10,0
14720,14720,36,1,0,7,0,1,0,1,3,3,341,5,26,0,2,9,17,6,305,10,0
14721,14721,18,0,1,3,0,0,0,0,3,3,160,1,26,0,2,9,17,6,305,10,0
14722,14722,17,1,1,2,0,1,0,0,3,3,1318,3,26,0,2,9,17,6,305,10,0
14723,14723,7,7,2,3,0,0,0,1,3,4,61,13,26,0,2,9,17,6,301,10,0
14724,14724,7,0,2,3,0,0,0,1,3,4,41,5,26,0,2,9,17,6,301,10,0
14725,14725,20,2,0,3,2,1,0,0,3,4,276,3,26,0,2,9,17,6,301,10,0
14726,14726,41,4,0,6,0,1,0,0,3,4,75,3,26,0,2,9,17,6,301,10,0
14727,14727,20,1,1,1,0,1,0,1,3,4,208,7,26,0,2,9,17,6,301,10,0
14728,14728,39,0,1,3,2,1,0,0,3,4,298,1,26,0,2,9,17,6,301,10,0
14729,14729,42,5,1,6,2,0,0,0,3,4,767,4,26,0,2,9,17,6,301,10,1
14730,14730,41,4,0,6,0,1,0,1,3,4,174,4,26,0,2,9,17,6,301,10,0
14731,14731,16,0,2,7,0,0,1,0,3,4,186,3,26,0,2,9,17,6,301,10,0
14732,14732,21,6,1,5,0,0,0,0,3,4,350,6,26,0,2,9,17,6,301,10,0
14733,14733,17,1,1,0,0,0,0,0,3,4,52,6,26,0,2,9,17,6,301,10,0
14734,14734,10,7,2,5,0,2,2,1,3,4,46,7,26,0,2,9,17,6,301,10,0
14735,14735,14,0,1,6,0,1,0,0,3,4,510,2,26,0,2,9,17,6,301,10,0
14736,14736,12,8,1,6,0,1,0,0,3,4,81,6,26,0,2,9,17,6,301,10,0
14737,14737,16,1,0,2,2,1,1,0,3,4,464,2,26,0,2,9,17,6,301,10,0
14738,14738,7,0,2,3,0,0,0,0,3,4,220,4,26,0,2,9,17,6,301,10,0
14739,14739,21,1,1,0,2,1,0,1,3,4,31,5,26,0,2,9,17,6,301,10,0
14740,14740,13,6,2,6,0,0,0,0,3,4,1131,3,26,0,2,9,17,6,301,10,0
14741,14741,9,0,1,3,0,0,0,0,3,4,130,5,26,0,2,9,17,6,301,10,0
14742,14742,17,0,1,3,0,1,0,0,3,4,95,3,26,0,2,9,17,6,301,10,0
14743,14743,9,9,2,5,0,0,0,0,3,4,161,0,26,0,2,9,17,6,301,10,0
14744,14744,32,1,1,1,2,0,0,0,3,4,221,0,26,0,2,9,17,6,301,10,0
14745,14745,38,3,1,0,0,0,0,0,3,4,469,6,26,0,2,9,17,6,301,10,0
14746,14746,9,9,2,5,0,2,2,0,3,4,578,0,26,0,2,9,17,6,301,10,1
14747,14747,13,6,1,6,0,1,0,1,3,4,51,0,26,0,2,9,17,6,301,10,0
14748,14748,20,2,0,3,2,0,0,0,3,4,111,3,26,0,2,9,17,6,301,10,0
14749,14749,32,1,1,1,2,0,0,0,3,4,771,0,26,0,2,9,17,6,301,10,0
14750,14750,16,1,1,2,2,1,0,1,3,4,164,0,26,0,2,9,17,6,301,10,0
14751,14751,20,9,2,6,2,1,0,0,3,4,390,1,26,0,2,9,17,6,301,10,0
14752,14752,14,0,1,6,0,1,1,0,3,4,154,1,26,0,2,9,17,6,301,10,0
14753,14753,13,1,1,7,0,1,0,0,3,4,171,0,26,0,2,9,17,6,301,10,0
14754,14754,16,1,0,2,2,0,0,1,3,4,155,1,26,0,2,9,17,6,301,10,0
14755,14755,7,1,1,2,2,0,0,0,3,4,349,0,26,0,2,9,17,6,301,10,1
14756,14756,17,0,2,6,0,1,0,0,3,4,46,0,26,0,2,9,17,6,301,10,0
14757,14757,26,9,2,5,2,1,0,0,3,4,574,0,26,0,2,9,17,6,301,10,0
14758,14758,14,1,1,2,0,0,0,0,3,4,715,0,26,0,2,9,17,6,301,10,0
14759,14759,26,3,1,2,2,0,0,0,3,4,96,0,26,0,2,9,17,6,301,10,0
14760,14760,38,1,1,0,0,0,0,0,3,4,525,1,26,0,2,9,17,6,301,10,0
14761,14761,11,1,2,1,2,1,0,0,3,4,70,0,26,0,2,9,17,6,301,10,0
14762,14762,14,1,1,2,0,1,0,0,3,4,229,0,26,0,2,9,17,6,301,10,0
14763,14763,26,1,2,1,0,1,1,0,3,4,1451,3,26,0,2,9,17,6,301,10,1
14764,14764,11,1,2,1,2,1,0,0,3,4,400,0,26,0,2,9,17,6,301,10,0
14765,14765,32,1,0,7,2,0,0,0,3,4,92,0,26,0,2,9,17,6,301,10,0
14766,14766,32,1,0,7,2,1,0,0,3,4,284,0,26,0,2,9,17,6,301,10,0
14767,14767,17,9,0,5,0,0,0,0,3,4,130,0,26,0,2,9,17,6,301,10,0
14768,14768,10,7,1,3,0,0,0,0,3,4,151,3,26,0,2,9,17,6,301,10,0
14769,14769,15,1,2,1,0,1,0,0,3,4,46,0,26,0,2,9,17,6,301,10,0
14770,14770,31,1,1,1,0,1,0,0,3,4,79,0,26,0,2,9,17,6,301,10,0
14771,14771,20,2,0,3,2,0,0,0,3,4,344,2,26,0,2,9,17,6,301,10,0
14772,14772,32,1,0,7,2,0,0,0,3,4,291,0,26,0,2,9,17,6,301,10,0
14773,14773,14,6,1,2,0,0,0,0,3,4,56,0,26,0,2,9,17,6,301,10,0
14774,14774,33,1,1,2,0,1,0,0,3,4,153,0,26,0,2,9,17,6,301,10,0
14775,14775,17,9,0,5,0,1,0,0,3,4,401,0,26,0,2,9,17,6,301,10,0
14776,14776,14,1,2,2,0,0,0,1,3,4,138,0,26,0,2,9,17,6,301,10,0
14777,14777,35,4,1,6,2,0,0,0,3,4,272,0,26,0,2,9,17,6,301,10,0
14778,14778,7,0,2,3,0,1,0,0,3,4,145,3,26,0,2,9,17,6,301,10,0
14779,14779,32,7,1,3,2,1,0,0,3,4,122,0,26,0,2,9,17,6,301,10,0
14780,14780,32,7,1,3,2,1,0,0,3,4,226,0,26,0,2,9,17,6,301,10,0
14781,14781,28,10,1,1,2,0,0,0,3,4,211,1,26,0,2,9,17,6,301,10,0
14782,14782,22,9,1,7,0,1,0,0,3,4,94,0,26,0,2,9,17,6,301,10,0
14783,14783,11,0,1,2,2,0,0,0,3,4,428,1,26,0,2,9,17,6,301,10,0
14784,14784,15,0,2,3,0,1,0,0,3,4,156,0,26,0,2,9,17,6,301,10,0
14785,14785,12,9,0,3,0,0,0,0,3,4,191,0,26,0,2,9,17,6,301,10,0
14786,14786,28,4,1,6,2,0,0,0,3,4,225,1,26,0,2,9,17,6,301,10,0
14787,14787,22,9,1,3,2,0,0,0,3,4,781,0,26,0,2,9,17,6,301,10,1
14788,14788,28,11,3,7,0,1,1,0,3,4,496,0,26,0,2,9,17,6,301,10,1
14789,14789,28,11,3,7,0,1,0,0,3,4,586,0,26,0,2,9,17,6,301,10,1
14790,14790,17,1,2,1,0,1,1,0,3,4,195,0,26,0,2,9,17,6,301,10,0
14791,14791,38,4,1,2,0,1,0,0,3,4,49,0,26,0,2,9,17,6,301,10,0
14792,14792,38,4,1,2,0,1,0,0,3,4,90,0,26,0,2,9,17,6,301,10,0
14793,14793,32,1,0,7,2,0,0,0,3,4,339,1,26,0,2,9,17,6,301,10,0
14794,14794,12,7,1,7,0,1,1,0,3,4,268,1,26,0,2,9,17,6,301,10,0
14795,14795,10,1,1,2,0,0,0,0,3,4,689,0,26,0,2,9,17,6,301,10,1
14796,14796,28,4,1,3,2,0,0,0,3,4,94,2,26,0,2,9,17,6,301,10,0
14797,14797,12,9,0,3,0,0,0,0,3,4,269,0,26,0,2,9,17,6,301,10,0
14798,14798,41,5,0,0,2,0,0,0,3,4,303,0,26,0,2,9,17,6,301,10,0
14799,14799,39,0,1,3,2,0,0,0,3,4,120,3,26,0,2,9,17,6,301,10,0
14800,14800,32,5,1,3,0,1,0,0,3,4,239,0,26,0,2,9,17,6,301,10,0
14801,14801,14,1,1,2,0,0,0,0,3,4,129,1,26,0,2,9,17,6,301,10,0
14802,14802,18,0,2,6,0,0,1,1,3,4,98,0,26,0,2,9,17,6,301,10,0
14803,14803,32,5,1,3,0,1,0,0,3,4,555,0,26,0,2,9,17,6,301,10,1
14804,14804,20,9,1,3,0,1,0,0,3,4,130,0,26,0,2,9,17,6,301,10,0
14805,14805,17,0,1,6,0,1,0,0,3,4,686,5,26,0,2,9,17,6,301,10,1
14806,14806,15,9,1,6,0,0,0,0,3,4,124,0,26,0,2,9,17,6,301,10,0
14807,14807,17,0,1,3,0,1,1,0,3,4,29,7,26,0,2,9,17,6,301,10,0
14808,14808,26,9,2,5,2,0,0,0,3,4,528,8,26,0,2,9,17,6,301,10,0
14809,14809,9,9,2,5,0,0,0,0,3,4,83,1,26,0,2,9,17,6,301,10,0
14810,14810,6,1,2,3,0,1,0,0,3,4,60,0,26,0,2,9,17,6,301,10,0
14811,14811,6,1,2,3,0,0,0,0,3,4,251,0,26,0,2,9,17,6,301,10,0
14812,14812,32,1,0,7,2,1,0,0,3,4,206,1,26,0,2,9,17,6,301,10,0
14813,14813,13,0,1,6,0,1,0,0,3,4,1134,0,26,0,2,9,17,6,301,10,0
14814,14814,9,7,2,2,0,1,0,0,3,4,294,1,26,0,2,9,17,6,301,10,0
14815,14815,6,1,2,3,0,0,0,0,3,4,435,0,26,0,2,9,17,6,301,10,1
14816,14816,14,6,1,2,0,0,0,0,3,4,155,1,26,0,2,9,17,6,301,10,0
14817,14817,12,0,2,6,0,1,0,0,3,4,130,0,26,0,2,9,17,6,301,10,0
14818,14818,35,1,1,0,2,1,0,0,3,4,294,0,26,0,2,9,17,6,301,10,0
14819,14819,25,7,1,3,2,0,1,1,3,4,198,0,26,0,2,9,17,6,301,10,0
14820,14820,30,1,2,2,2,1,0,0,3,4,72,0,26,0,2,9,17,6,301,10,0
14821,14821,6,1,2,3,0,1,0,0,3,4,830,0,26,0,2,9,17,6,301,10,1
14822,14822,7,7,2,3,0,1,0,0,3,4,57,1,26,0,2,9,17,6,301,10,0
14823,14823,27,1,1,0,0,1,0,0,3,4,464,0,26,0,2,9,17,6,301,10,0
14824,14824,7,1,0,3,0,1,0,0,3,4,57,1,26,0,2,9,17,6,301,10,0
14825,14825,9,9,2,5,0,1,0,0,3,4,76,6,26,0,2,9,17,6,301,10,0
14826,14826,30,1,2,2,2,1,0,0,3,4,318,0,26,0,2,9,17,6,301,10,0
14827,14827,12,0,1,6,0,1,0,0,3,4,39,8,26,0,2,9,17,6,301,10,0
14828,14828,12,0,2,6,0,0,0,0,3,4,872,1,26,0,2,9,17,6,301,10,1
14829,14829,14,1,2,3,0,0,0,0,3,4,166,0,26,0,2,9,17,6,301,10,0
14830,14830,13,0,1,3,0,0,0,0,3,4,227,0,26,0,2,9,17,6,301,10,0
14831,14831,8,0,2,3,0,1,0,0,3,4,202,0,26,0,2,9,17,6,301,10,0
14832,14832,10,9,2,3,0,1,0,1,3,4,109,0,26,0,2,9,17,6,301,10,0
14833,14833,12,1,2,2,0,0,0,0,3,4,243,0,26,0,2,9,17,6,301,10,0
14834,14834,17,9,2,6,0,1,0,0,3,4,329,0,26,0,2,9,17,6,301,10,0
14835,14835,27,1,1,0,0,1,0,0,3,4,214,0,26,0,2,9,17,6,301,10,0
14836,14836,24,1,2,1,0,1,0,0,3,4,142,0,26,0,2,9,17,6,301,10,0
14837,14837,15,1,1,1,0,1,0,0,3,4,151,0,26,0,2,9,17,6,301,10,0
14838,14838,14,0,2,6,0,1,0,0,3,4,335,0,26,0,2,9,17,6,301,10,0
14839,14839,20,7,0,2,0,0,0,0,3,4,143,0,26,0,2,9,17,6,301,10,0
14840,14840,20,7,0,2,0,1,0,0,3,4,122,0,26,0,2,9,17,6,301,10,0
14841,14841,18,1,2,2,0,1,0,0,3,4,48,0,26,0,2,9,17,6,301,10,0
14842,14842,17,0,1,6,0,0,0,0,3,4,198,1,26,0,2,9,17,6,301,10,0
14843,14843,14,0,2,3,0,1,0,0,3,4,183,0,26,0,2,9,17,6,301,10,0
14844,14844,14,10,2,3,0,1,1,0,3,4,45,0,26,0,2,9,17,6,301,10,0
14845,14845,20,7,0,2,0,1,0,0,3,4,684,0,26,0,2,9,17,6,301,10,0
14846,14846,14,10,2,3,0,1,0,0,3,4,255,0,26,0,2,9,17,6,301,10,0
14847,14847,14,4,2,6,0,0,0,0,3,4,143,0,26,0,2,9,17,6,301,10,0
14848,14848,20,7,0,2,0,0,0,0,3,4,884,0,26,0,2,9,17,6,301,10,0
14849,14849,33,5,1,0,0,0,0,0,3,4,1188,0,26,0,2,9,17,6,301,10,1
14850,14850,14,1,1,2,0,1,1,0,3,4,520,0,26,0,2,9,17,6,301,10,0
14851,14851,33,5,1,0,0,1,0,0,3,4,128,0,26,0,2,9,17,6,301,10,0
14852,14852,12,0,2,6,0,1,0,0,3,4,156,1,26,0,2,9,17,6,301,10,0
14853,14853,14,1,2,2,0,1,0,0,3,4,325,1,26,0,2,9,17,6,301,10,0
14854,14854,33,5,1,0,0,2,2,0,3,4,236,0,26,0,2,9,17,6,301,10,0
14855,14855,35,0,1,3,0,1,0,0,3,4,419,1,26,0,2,9,17,6,301,10,0
14856,14856,25,9,1,3,2,1,0,0,3,4,197,0,26,0,2,9,17,6,301,10,0
14857,14857,30,9,0,5,0,1,0,0,3,4,226,0,26,0,2,9,17,6,301,10,0
14858,14858,38,3,1,6,0,1,0,0,3,4,705,0,26,0,2,9,17,6,301,10,0
14859,14859,9,0,1,6,0,1,0,1,3,4,649,1,26,0,2,9,17,6,301,10,0
14860,14860,20,1,1,2,0,0,0,0,3,4,77,0,26,0,2,9,17,6,301,10,0
14861,14861,6,1,2,3,0,1,0,0,3,4,231,1,26,0,2,9,17,6,301,10,0
14862,14862,12,6,2,6,0,1,0,0,3,4,513,0,26,0,2,9,17,6,301,10,0
14863,14863,14,9,1,5,0,1,0,0,3,4,87,1,26,0,2,9,17,6,301,10,0
14864,14864,38,3,1,6,0,0,0,0,3,4,984,0,26,0,2,9,17,6,301,10,1
14865,14865,4,0,2,3,0,1,0,0,3,4,102,0,26,0,2,9,17,6,301,10,0
14866,14866,4,0,2,3,0,1,0,0,3,4,111,0,26,0,2,9,17,6,301,10,0
14867,14867,17,0,1,3,2,0,0,0,3,4,241,1,26,0,2,9,17,6,301,10,0
14868,14868,29,1,2,0,2,1,0,1,3,4,558,5,26,0,2,9,17,6,301,10,0
14869,14869,11,7,1,3,0,1,1,0,3,4,177,0,26,0,2,9,17,6,301,10,0
14870,14870,4,0,2,3,0,1,0,0,3,4,680,0,26,0,2,9,17,6,301,10,0
14871,14871,18,0,2,3,0,1,1,0,3,4,652,0,26,0,2,9,17,6,301,10,1
14872,14872,11,7,1,3,0,1,0,0,3,4,350,0,26,0,2,9,17,6,301,10,0
14873,14873,41,5,1,3,0,1,0,0,3,4,124,0,26,0,2,9,17,6,301,10,0
14874,14874,11,7,1,3,0,0,0,0,3,4,359,0,26,0,2,9,17,6,301,10,0
14875,14875,32,4,2,0,2,1,0,0,3,4,592,0,26,0,2,9,17,6,301,10,0
14876,14876,22,1,1,2,2,1,0,0,3,4,165,4,26,0,2,9,17,6,301,10,0
14877,14877,8,7,1,2,0,0,0,0,3,4,128,1,26,0,2,9,17,6,301,10,0
14878,14878,10,1,1,2,0,0,0,0,3,4,68,0,26,0,2,9,17,6,301,10,0
14879,14879,9,9,1,2,2,1,0,1,3,4,367,5,26,0,2,9,17,6,301,10,1
14880,14880,8,4,1,1,0,0,0,0,3,4,192,1,26,0,2,9,17,6,301,10,0
14881,14881,10,1,1,2,0,0,0,0,3,4,128,0,26,0,2,9,17,6,301,10,0
14882,14882,8,7,0,3,0,1,0,0,3,4,158,0,26,0,2,9,17,6,301,10,0
14883,14883,13,1,1,2,0,1,0,0,3,4,547,1,26,0,2,9,17,6,301,10,0
14884,14884,16,1,1,2,0,1,0,0,3,4,1011,10,26,0,2,9,17,6,301,10,1
14885,14885,26,1,2,1,0,0,0,0,3,4,93,2,26,0,2,9,17,6,301,10,0
14886,14886,26,9,1,3,0,0,0,0,3,4,332,2,26,0,2,9,17,6,301,10,0
14887,14887,35,0,1,3,0,0,0,0,3,4,131,6,26,0,2,9,17,6,301,10,0
14888,14888,31,1,1,1,2,1,0,0,3,4,709,1,26,0,2,9,17,6,301,10,1
14889,14889,12,6,1,2,2,1,0,1,3,4,188,0,26,0,2,9,17,6,301,10,0
14890,14890,8,7,1,3,2,0,0,0,3,4,59,0,26,0,2,9,17,6,301,10,0
14891,14891,24,1,1,7,2,0,0,0,3,4,516,3,26,0,2,9,17,6,301,10,0
14892,14892,34,1,1,2,0,1,0,0,3,4,561,8,26,0,2,9,17,6,301,10,1
14893,14893,4,7,2,3,0,1,0,1,3,4,198,0,26,0,2,9,17,6,301,10,0
14894,14894,32,7,1,3,2,1,0,0,3,4,346,1,26,0,2,9,17,6,301,10,0
14895,14895,16,2,1,5,0,1,0,0,3,4,157,1,26,0,2,9,17,6,301,10,0
14896,14896,23,7,1,3,0,1,0,0,3,4,254,1,26,0,2,9,17,6,301,10,0
14897,14897,26,1,2,1,0,1,0,0,3,4,199,1,26,0,2,9,17,6,301,10,0
14898,14898,17,1,1,0,2,0,0,0,3,4,171,5,26,0,2,9,17,6,301,10,0
14899,14899,14,0,1,6,0,1,0,0,3,4,101,2,26,0,2,9,17,6,301,10,0
14900,14900,7,9,2,5,0,0,0,0,3,4,98,1,26,0,2,9,17,6,301,10,0
14901,14901,42,5,1,6,2,1,1,0,3,4,87,15,26,0,2,9,17,6,301,10,0
14902,14902,21,1,1,2,0,1,0,0,3,4,217,8,26,0,2,9,17,6,301,10,0
14903,14903,10,3,2,3,0,0,0,0,3,4,293,1,26,0,2,9,17,6,301,10,0
14904,14904,12,1,1,5,0,0,0,0,3,4,378,1,26,0,2,9,17,6,301,10,0
14905,14905,12,0,2,6,0,0,0,1,3,4,129,5,26,0,2,9,17,6,301,10,0
14906,14906,32,1,0,7,2,0,0,0,3,4,132,1,26,0,2,9,17,6,301,10,0
14907,14907,11,7,1,3,0,0,0,0,3,4,240,1,26,0,2,9,17,6,301,10,0
14908,14908,28,10,1,1,2,0,0,0,3,4,91,2,26,0,2,9,17,6,301,10,0
14909,14909,14,0,2,2,0,0,0,0,3,4,1325,4,26,0,2,9,17,6,301,10,0
14910,14910,26,9,2,5,2,0,0,1,3,4,87,4,26,0,2,9,17,6,301,10,0
14911,14911,12,7,1,3,2,0,0,0,3,4,111,3,26,0,2,9,17,6,301,10,0
14912,14912,38,3,1,0,0,0,0,0,3,4,141,6,26,0,2,9,17,6,301,10,0
14913,14913,26,9,1,3,0,0,0,0,3,4,322,3,26,0,2,9,17,6,301,10,0
14914,14914,17,1,2,1,0,2,2,0,3,4,254,2,26,0,2,9,17,6,301,10,0
14915,14915,9,0,2,6,0,1,0,0,3,4,455,0,26,0,2,9,17,6,301,10,0
14916,14916,17,1,1,0,2,0,0,0,3,4,285,4,26,0,2,9,17,6,301,10,0
14917,14917,34,0,1,3,0,1,0,0,3,4,69,2,26,0,2,9,17,6,301,10,0
14918,14918,30,1,2,2,2,1,0,0,3,4,89,1,26,0,2,9,17,6,301,10,0
14919,14919,13,1,1,1,0,1,1,0,3,4,1010,1,26,0,2,9,17,6,301,10,1
14920,14920,18,1,2,3,2,1,0,0,3,4,60,4,26,0,2,9,17,6,301,10,0
14921,14921,17,0,2,6,2,0,0,0,3,4,212,1,26,0,2,9,17,6,301,10,0
14922,14922,9,9,2,5,0,1,0,0,3,4,173,1,26,0,2,9,17,6,301,10,0
14923,14923,19,4,2,6,0,0,0,0,3,4,101,6,26,0,2,9,17,6,301,10,0
14924,14924,26,9,1,2,0,0,0,0,3,4,110,5,26,0,2,9,17,6,301,10,0
14925,14925,12,9,0,3,0,1,0,0,3,4,128,1,26,0,2,9,17,6,301,10,0
14926,14926,18,8,1,2,0,0,0,0,3,4,156,5,26,0,2,9,17,6,301,10,0
14927,14927,41,0,0,2,0,0,0,1,3,4,231,4,26,0,2,9,17,6,301,10,0
14928,14928,21,1,1,0,2,1,0,0,3,4,406,3,26,0,2,9,17,6,301,10,0
14929,14929,32,1,0,7,2,0,0,0,3,4,255,1,26,0,2,9,17,6,301,10,0
14930,14930,20,2,0,3,2,1,0,0,3,4,538,1,26,0,2,9,17,6,301,10,0
14931,14931,27,0,0,6,0,0,0,0,3,4,191,5,26,0,2,9,17,6,301,10,0
14932,14932,6,1,1,2,0,1,0,0,3,4,240,1,26,0,2,9,17,6,301,10,0
14933,14933,19,4,2,6,0,1,0,0,3,4,118,4,26,0,2,9,17,6,301,10,0
14934,14934,30,9,1,7,2,1,0,0,3,4,239,1,26,0,2,9,17,6,301,10,0
14935,14935,12,0,2,6,0,0,0,0,3,4,164,5,26,0,2,9,17,6,301,10,0
14936,14936,12,0,2,6,0,1,0,1,3,4,73,5,26,0,2,9,17,6,301,10,0
14937,14937,11,1,2,2,2,0,1,0,3,4,278,1,26,0,2,9,17,6,301,10,0
14938,14938,25,9,1,3,2,0,0,0,3,4,252,1,26,0,2,9,17,6,301,10,0
14939,14939,12,0,2,6,0,1,0,0,3,4,77,5,26,0,2,9,17,6,301,10,0
14940,14940,20,1,1,1,2,1,0,0,3,4,345,9,26,0,2,9,17,6,301,10,0
14941,14941,23,0,2,3,0,0,0,0,3,4,282,1,26,0,2,9,17,6,301,10,0
14942,14942,26,9,2,5,2,1,0,1,3,4,39,6,26,0,2,9,17,6,301,10,0
14943,14943,16,4,1,1,0,0,0,0,3,4,169,4,26,0,2,9,17,6,301,10,0
14944,14944,17,0,1,6,0,0,0,0,3,4,781,1,26,0,2,9,17,6,301,10,1
14945,14945,10,0,1,3,0,1,0,1,3,4,202,5,26,0,2,9,17,6,301,10,0
14946,14946,12,9,2,6,0,0,1,1,3,4,357,6,26,0,2,9,17,6,301,10,0
14947,14947,12,9,2,6,0,0,0,0,3,4,159,5,26,0,2,9,17,6,301,10,0
14948,14948,26,9,1,3,0,0,0,0,3,4,1304,6,26,0,2,9,17,6,301,10,0
14949,14949,24,1,2,1,0,1,0,0,3,4,1047,1,26,0,2,9,17,6,301,10,0
14950,14950,12,0,2,6,0,1,1,0,3,4,166,5,26,0,2,9,17,6,301,10,0
14951,14951,9,9,2,5,0,0,1,0,3,4,168,1,26,0,2,9,17,6,301,10,0
14952,14952,9,0,2,6,0,0,0,0,3,4,212,0,26,0,2,9,17,6,301,10,0
14953,14953,29,4,0,0,0,0,0,1,3,4,201,4,26,0,2,9,17,6,301,10,0
14954,14954,11,7,1,2,0,0,0,0,3,4,191,0,26,0,2,9,17,6,301,10,0
14955,14955,20,9,1,3,0,1,0,0,3,4,1273,2,26,0,2,9,17,6,301,10,0
14956,14956,9,0,2,6,0,1,0,1,3,4,30,1,26,0,2,9,17,6,301,10,0
14957,14957,7,4,1,2,0,0,0,1,3,4,127,10,26,0,2,9,17,6,301,10,0
14958,14958,12,0,1,6,0,0,0,0,3,4,319,4,26,0,2,9,17,6,301,10,0
14959,14959,21,4,2,6,0,0,0,1,3,4,284,7,26,0,2,9,17,6,301,10,0
14960,14960,26,9,1,2,0,0,1,1,3,4,264,4,26,0,2,9,17,6,301,10,0
14961,14961,18,7,1,2,0,0,1,0,3,4,204,1,26,0,2,9,17,6,301,10,0
14962,14962,6,1,2,7,2,0,0,0,3,4,1349,5,26,0,2,9,17,6,301,10,0
14963,14963,7,1,1,2,0,0,0,0,3,4,255,1,26,0,2,9,17,6,301,10,0
14964,14964,38,0,2,3,0,0,1,0,3,4,108,4,26,0,2,9,17,6,301,10,0
14965,14965,20,2,0,3,2,0,0,0,3,4,524,3,26,0,2,9,17,6,301,10,0
14966,14966,12,6,2,6,0,1,0,0,3,4,26,1,26,0,2,9,17,6,301,10,0
14967,14967,12,0,1,6,0,1,0,0,3,4,184,0,26,0,2,9,17,6,301,10,0
14968,14968,13,0,2,6,0,1,1,0,3,4,613,2,26,0,2,9,17,6,301,10,0
14969,14969,12,0,1,6,0,0,0,0,3,4,268,0,26,0,2,9,17,6,301,10,0
14970,14970,27,1,1,1,2,0,0,0,3,4,605,5,26,0,2,9,17,6,301,10,0
14971,14971,16,9,0,5,0,0,0,0,3,2,93,6,26,0,2,9,17,6,302,10,0
14972,14972,15,0,2,3,0,0,0,0,3,2,98,2,26,0,2,9,17,6,302,10,0
14973,14973,16,7,2,3,0,1,0,0,3,2,63,10,26,0,2,9,17,6,302,10,0
14974,14974,32,1,0,1,2,1,0,0,3,2,128,2,26,0,2,9,17,6,302,10,0
14975,14975,15,0,2,2,0,0,0,0,3,2,185,0,26,0,2,9,17,6,302,10,0
14976,14976,16,4,1,6,0,0,0,0,3,2,66,6,26,0,2,9,17,6,302,10,0
14977,14977,6,5,2,5,0,1,0,0,3,2,102,1,26,0,2,9,17,6,302,10,0
14978,14978,13,9,1,3,0,0,0,0,3,2,199,1,26,0,2,9,17,6,302,10,0
14979,14979,35,9,1,5,0,1,0,1,3,2,293,19,26,0,2,9,17,6,302,10,0
14980,14980,19,4,1,6,0,0,1,0,3,2,59,1,26,0,2,9,17,6,302,10,0
14981,14981,15,0,2,2,0,0,0,0,3,2,330,0,26,0,2,9,17,6,302,10,0
14982,14982,15,0,2,3,0,1,0,1,3,2,209,1,26,0,2,9,17,6,302,10,0
